Epoch,TrainLoss,ValLoss,CDLoss,SmoothLoss
1,3837.9250470842635,712.5924224853516,3836.2575980050224,16.674439133916582
2,706.5362644740513,700.921028137207,704.5583618164062,19.77901839528765
3,703.1076729910715,694.0582962036133,701.1987540108817,19.089197877475193
4,690.9525364467075,693.4967269897461,689.0905561174665,18.61976581301008
5,683.4351754324776,669.9980850219727,681.5157017299107,19.19474290439061
6,669.4899291992188,661.7531356811523,667.7274963378907,17.624323616709027
7,653.7706804547992,639.5706558227539,652.0891671316964,16.815151732308525
8,614.9237731933594,584.61767578125,613.4370544433593,14.86719809259687
9,544.8864798409599,486.70661544799805,543.5793343680245,13.071467018127441
10,443.08236912318637,386.50184631347656,441.81370718819755,12.686614309038434
11,371.36714826311385,348.7814636230469,370.1798592703683,11.872892911093576
12,360.615285382952,366.52141189575195,359.29268450055804,13.226019035066876
13,345.01415100097654,322.2840270996094,343.2297834123884,17.843682289123535
14,307.53624136788505,293.14563369750977,304.54998975481305,29.862513256072997
15,284.4673357282366,267.69740295410156,281.89627947126115,25.710570675986155
16,243.51949550083705,205.8950901031494,241.49354182652064,20.25953527178083
17,166.6693158830915,128.1049928665161,165.05859909057617,16.107163286209108
18,110.751817212786,100.53697299957275,109.35375235421317,13.98064592906407
19,100.31084954398018,96.38775444030762,99.02937992640904,12.814700041498456
20,100.00665413992745,98.01881980895996,98.80203944614955,12.046145623070853
21,99.18026406424386,94.24004554748535,98.05190113612584,11.283630582264491
22,98.62629214695522,103.91812801361084,97.50440875462124,11.21883634839739
23,98.3774906703404,93.69954776763916,97.32915246146065,10.48338200705392
24,97.95509414672851,97.56113910675049,96.94759717668806,10.074968218803406
25,97.33931503295898,98.24407863616943,96.29634791782924,10.42967311314174
26,97.33010003226144,95.7367115020752,96.29778638567244,10.323133550371443
27,96.52147652762277,92.6938419342041,95.51709720066616,10.043793031147548
28,97.19406193324498,93.90145587921143,96.23281566074917,9.612463821683612
29,96.24660677228655,92.93027591705322,95.26878029959542,9.778261600221906
30,96.70571997506278,91.79565334320068,95.6893293108259,10.163903365816388
31,97.20210462297712,96.2716875076294,96.22238159179688,9.797232934406825
32,95.08841667175292,91.35546350479126,94.11272997174945,9.756866250719343
33,94.38629706246512,92.46626091003418,93.33468573434013,10.516110249928065
34,93.02388218470982,89.61459636688232,91.86830629621234,11.555756085259574
35,88.62039555140905,80.84455442428589,87.00878519330706,16.116102504730225
36,81.97871856689453,76.4923939704895,80.12345406668527,18.552641214643206
37,82.18161141531807,75.8076114654541,80.44475484575544,17.368568502153668
38,77.7658902304513,73.06346464157104,76.00051830836705,17.65372727257865
39,71.86719638279506,66.04935693740845,70.33523957388742,15.319568729400634
40,61.68326094491141,56.42582607269287,60.355458450317386,13.278025095803397
41,48.92327461242676,36.93125867843628,47.75120023999895,11.7207457951137
42,38.77097661154611,34.14450931549072,37.614449637276785,11.565269361223493
43,37.23378710065569,34.32746243476868,36.048157691955566,11.856294577462332
44,36.08623548235212,33.8446569442749,34.889892768859866,11.963426780700683
45,35.02454343523298,34.61491513252258,33.81738823481968,12.071553747994558
46,33.87341275896345,31.487767934799194,32.6631062916347,12.103064046587264
47,32.820808029174806,30.554970026016235,31.570998409816198,12.498095941543578
48,32.863523837498256,30.51233172416687,31.646996716090612,12.165270948410035
49,31.601141384669713,30.197654008865356,30.361042513166154,12.400988033839635
50,30.82588481903076,30.56407356262207,29.582567759922572,12.433169841766357
51,31.05450807298933,30.558077096939087,29.81931462969099,12.351934964316232
52,31.15796219961984,29.6757333278656,29.936906814575195,12.21055098261152
53,28.853200721740723,28.34028959274292,27.611044011797222,12.421565791538784
54,28.733351353236607,27.69449806213379,27.501320593697685,12.320307377406529
55,30.055021585736956,29.149555683135986,28.782755415780205,12.72266183580671
56,28.541104425702777,26.663583755493164,27.301974187578473,12.39130300794329
57,27.93667643410819,28.87526774406433,26.703116035461427,12.335603441510882
58,26.436449323381698,25.759711265563965,25.20632177080427,12.30127558026995
59,26.586717087881905,25.62882924079895,25.33349688393729,12.532202121189663
60,26.143244443620954,26.515546798706055,24.90785367148263,12.353906311307634
61,26.37683367047991,25.636966466903687,25.150683729989186,12.26150004523141
62,26.620872225080216,32.11237454414368,25.42588904244559,11.949832453046525
63,25.940951020377025,24.22860813140869,24.754428700038364,11.865223394121443
64,24.922869982038225,26.1001136302948,23.709829657418386,12.130402755737304
65,26.71366157531738,25.459863901138306,25.52306867327009,11.90592930657523
