Epoch,Training Loss,Validation Loss
138,12.513193675449916,14.316599726676941
139,13.504913479941232,13.162063121795654
140,13.1323757989066,13.285100817680359
141,11.988328906467983,12.286365270614624
142,13.594763701302664,12.452958941459656
143,13.175312900543213,13.179430603981018
144,13.035267652784075,12.04073452949524
145,11.847620160239083,13.762664556503296
146,12.77416706085205,13.586986780166626
147,13.133067062922887,13.007003903388977
148,12.737779630933488,12.906428575515747
149,12.01193722316197,12.929479122161865
150,11.915501526423864,11.997045278549194
151,11.707436765943255,11.947200059890747
152,12.002834265572684,12.603410840034485
153,11.676198605128697,12.62915575504303
154,13.028803089686802,13.438997030258179
155,12.376149804251535,12.799946308135986
156,11.937238339015416,12.056746244430542
157,11.446792370932442,12.495449662208557
158,11.945791040148054,12.500298261642456
159,12.026241084507534,12.371407747268677
160,11.99984531402588,12.062528252601624
161,11.278221920558385,11.43656063079834
162,11.91474187033517,12.856438398361206
163,11.14381490434919,11.159085273742676
164,11.07303797858102,13.86976683139801
165,11.504440784454346,15.197966575622559
166,11.099760845729284,12.54841148853302
167,12.411340590885708,11.87883472442627
168,11.208895887647357,12.202215433120728
169,10.60774609701974,12.516209125518799
170,11.251423168182374,11.782162427902222
171,12.21003371647426,11.442593693733215
172,12.038625935145786,11.655540227890015
173,10.888096359797887,11.207096695899963
174,11.17154404776437,10.726109981536865
175,10.755983393532889,11.590127348899841
176,11.049648462023054,11.406665682792664
177,10.688533197130475,10.709915041923523
178,10.130670997074672,11.12805449962616
179,10.668184811728342,10.853065967559814
180,11.14793188912528,11.358619451522827
181,10.70614412852696,11.32974886894226
182,10.729996994563512,11.764583349227905
183,10.434787668500627,10.66017472743988
184,10.73247376850673,10.386327624320984
185,10.506347806113107,11.572684049606323
186,10.333215659005301,10.118671536445618
187,9.64656946999686,10.581729412078857
188,9.797304235185896,10.349615573883057
189,10.834078584398542,13.537760019302368
190,11.127713789258685,10.924052357673645
191,10.041700989859445,15.584814190864563
192,10.605394377027238,12.137566208839417
193,10.659907272883824,10.363976001739502
194,9.966311591012138,11.227553606033325
195,10.96800467627389,11.448020815849304
196,10.118395696367536,10.612416625022888
197,11.316804436274937,11.302029252052307
198,9.934378814697265,10.252287745475769
199,10.146205043792724,11.577252268791199
200,10.04123443875994,10.429843187332153
201,10.463672351837157,11.54164731502533
202,10.382823753356934,10.190493822097778
203,11.451059109824044,11.434327363967896
204,10.026614393506732,10.246425986289978
205,10.365176704951695,11.988457560539246
206,10.373418848855154,10.619866967201233
207,10.511328956059048,10.159697413444519
208,9.600401251656669,9.77654242515564
209,9.037637996673585,9.734123945236206
210,9.74372925077166,10.917516708374023
211,10.702915600367955,12.00901710987091
212,10.707273714882987,10.258837580680847
213,9.446376609802247,10.980423092842102
214,9.212147154126848,10.28299868106842
215,8.976580783299037,9.64621877670288
216,8.97946139063154,10.424686551094055
217,9.930726664406913,11.298160791397095
218,11.026636328016009,12.294564247131348
219,10.15949764251709,10.54228675365448
220,11.182547228676933,10.807032227516174
221,9.731957844325475,13.562947273254395
222,9.716615445273263,9.640875697135925
223,9.479568753923688,10.934475421905518
224,9.212917872837611,10.913333177566528
225,9.601201902117047,9.579623937606812
226,9.155977181025914,10.490262627601624
227,9.96362977709089,10.365906119346619
228,8.942487348828998,10.570428013801575
229,10.841694123404366,10.714421153068542
230,9.664590740203858,9.143373966217041
231,8.670223712921143,9.738406896591187
232,9.809272861480713,11.915294647216797
233,11.012918145315988,10.02237868309021
234,8.84477949142456,9.330135822296143
235,8.968646240234374,10.025156617164612
236,8.84609364782061,9.950246334075928
237,9.138038499014717,10.02335250377655
238,9.421037578582764,9.917803049087524
239,9.38200753075736,10.241696953773499
240,8.744747516087124,10.065654993057251
241,8.467375217165266,9.084936380386353
242,8.35176899773734,9.46333658695221
243,8.600780854906354,9.845695495605469
244,8.844419138772148,10.29661226272583
245,10.177919673919678,10.06822669506073
246,9.13650415965489,9.401135921478271
247,8.962324149268014,10.49826431274414
248,8.778126471383231,9.884568214416504
249,8.603985479899816,9.20182490348816
250,8.363779708317347,9.12732708454132
251,9.007628011703492,9.608660697937012
252,8.745277915682111,9.82204258441925
253,8.49113163948059,8.957062125205994
254,9.473937341145106,9.277533411979675
255,8.646523400715418,12.00328004360199
256,9.454353414263045,9.7255539894104
257,8.265089995520455,8.979132175445557
258,8.338899878093175,9.319397449493408
259,8.575349126543317,9.89560604095459
260,8.82914092200143,10.211633801460266
261,8.523102119990758,9.453552722930908
262,8.527322626113891,9.04494559764862
263,8.831324420656477,9.803372263908386
264,8.3180191721235,9.165765404701233
265,8.399193811416627,8.773149907588959
266,8.315222079413278,9.245293378829956
267,8.648340368270874,9.003430008888245
268,8.517463397979736,8.905967235565186
269,8.157343435287476,8.77453327178955
270,8.029567916052683,8.716544926166534
271,7.967741394042969,8.779691457748413
272,8.479766961506435,9.527705550193787
273,8.632352631432669,8.816456913948059
274,8.77289434160505,9.276795268058777
275,8.242582906995501,9.168225765228271
276,8.034363562720163,8.935089349746704
277,8.536181000300816,11.964378356933594
278,10.217484242575509,10.084928035736084
279,8.195875304085869,8.814245164394379
280,7.907377147674561,9.958624243736267
281,8.281530114582607,8.532613277435303
282,7.851075260979789,9.507554769515991
283,7.973011677605765,8.713456690311432
284,7.971682868685041,8.589488744735718
285,8.286396523884365,8.729832410812378
286,7.966442428316388,8.806604743003845
287,8.215406560897828,9.355183601379395
288,8.321912779126848,9.355980038642883
289,8.346699258259365,9.295387268066406
290,8.147037274496896,8.808809041976929
291,7.658022567204067,9.116912007331848
292,7.997781133651733,8.806173324584961
293,7.680185849325998,8.392117440700531
294,7.455532203401838,8.397529304027557
295,7.83527512550354,8.411888718605042
296,8.250666284561158,9.43989109992981
297,8.214320809500558,9.113654494285583
298,9.333835656302316,10.918054580688477
299,9.268575974873134,12.086520433425903
300,9.494348001480102,9.339734017848969
301,8.433695527485439,9.058902740478516
302,8.026731191362654,8.46097868680954
303,7.498027896881103,8.305728077888489
304,7.441512898036412,8.611344933509827
305,7.400970874513899,8.237509310245514
306,7.198734194891793,8.505187213420868
307,7.312330225535802,8.130846619606018
308,7.90295318194798,8.694347977638245
309,8.65039278439113,8.8709357380867
310,8.22919464792524,9.36375218629837
311,8.04680049760001,9.559253931045532
312,8.210045644215175,8.528805136680603
313,8.035583707264491,8.585813641548157
314,7.46642244883946,8.59964394569397
315,7.518072407586234,8.677280724048615
316,7.475635269709996,8.585427165031433
317,7.766870437349592,9.465816259384155
318,8.512436996187482,8.578709900379181
319,7.7664114883967805,8.74379301071167
320,7.722706712995257,8.449821174144745
321,8.525476373944963,8.623984336853027
322,8.06250045640128,8.811151802539825
323,7.60965028490339,8.407601177692413
324,7.65072090285165,8.957859456539154
325,7.847041348048619,8.589934051036835
326,7.2101835523332864,8.097753405570984
327,7.110801158632551,7.990673243999481
328,7.346265540804182,8.400900840759277
329,7.184907933643886,8.335418105125427
330,7.557158865247454,8.65431123971939
331,7.935272298540387,8.39090633392334
332,7.73919426373073,8.47785210609436
333,7.684673833847046,7.944734573364258
334,7.153934008734566,7.678208827972412
335,7.32456613949367,8.129855930805206
336,7.550504807063511,8.186162531375885
337,7.483403961999076,8.409217774868011
338,7.211307348523821,7.632199585437775
339,7.052372414725167,8.124731957912445
340,6.94546172959464,7.697428107261658
341,6.99902926172529,8.758460104465485
342,7.349772364752633,7.936260998249054
343,7.083282096045358,7.941407203674316
344,7.38821987424578,9.145198225975037
345,7.490501758030483,9.032183289527893
346,7.5538637229374475,8.400862753391266
347,7.415062441144671,8.231479406356812
348,7.595895937510899,7.910323083400726
349,8.006057800565447,9.047203004360199
350,8.070637600762504,9.001006603240967
351,7.421797663824899,8.111809253692627
352,7.076955645424979,7.723928511142731
353,6.868519966942923,8.441895365715027
354,7.547316108431135,8.024001717567444
355,7.5825582708631245,7.919352054595947
356,6.825214958190918,7.944180846214294
357,7.114450992856707,8.604077994823456
358,8.28219428062439,9.83622694015503
359,8.317897530964443,8.278114557266235
360,7.106961120877947,8.313813209533691
361,6.780668381282261,7.594497561454773
362,6.841918911252703,7.968278229236603
363,7.264835514341082,8.181580483913422
364,6.920797647748675,8.169597506523132
365,7.07557657786778,7.723303139209747
366,7.114125714983259,7.925473093986511
367,6.87797338621957,8.330330789089203
368,7.123229435511997,7.793521344661713
369,7.010181454249791,7.542717337608337
370,7.144538259506225,7.63347601890564
371,7.357562337602888,7.865473747253418
372,6.779065935952323,7.942228138446808
373,6.909193740572248,7.691432595252991
374,6.840969521658761,8.164281129837036
375,6.808929409299578,8.12708467245102
376,6.791122600010463,7.784887969493866
377,6.826114749908447,7.585428714752197
378,7.038112654004778,8.725230991840363
379,7.919059113093785,8.413082003593445
380,8.294456924710955,8.09959763288498
381,7.0740041869027275,8.221866369247437
382,6.57882034437997,7.598257005214691
383,6.654306180136544,7.930889904499054
384,6.601883520398821,7.538234055042267
385,6.509179517201015,7.555209755897522
386,6.688575540270124,7.7438958287239075
387,7.435753420421055,9.229508757591248
388,7.975646250588554,9.043967843055725
389,8.078701904841832,7.951968014240265
390,6.854649748120989,7.501567959785461
391,6.799294914518084,7.908311426639557
392,6.532910755702427,7.245133578777313
393,6.416458238874163,7.16231095790863
394,6.407377174922398,7.541631281375885
395,6.54057559967041,7.5967618227005005
396,6.717124278204782,7.735067009925842
397,6.867471395220075,7.712631642818451
398,7.49164913722447,9.238878548145294
399,6.714172397341047,7.5237157344818115
400,6.51214565549578,9.291762888431549
401,6.880630581719535,7.477340877056122
402,6.9666722229548865,7.535573482513428
403,6.527519525800432,7.680172443389893
404,6.705344458988734,7.450444996356964
405,6.476029287065779,7.3994393944740295
406,6.521816192354475,7.711206436157227
407,6.342530073438372,7.146076858043671
408,6.492396770204817,7.342376887798309
409,6.341697910853795,7.331159174442291
410,6.407739884512765,7.159702181816101
411,6.249779578617641,7.144714713096619
412,6.449099935804095,7.119700133800507
413,6.690014471326555,8.298007130622864
414,6.834568214416504,8.046783745288849
415,8.205769722802298,9.849639534950256
416,7.402047218595232,7.085995674133301
417,6.911622326714652,7.977527916431427
418,6.896648563657489,7.5692620277404785
419,6.3504259995051795,7.373137593269348
420,6.355462864467076,7.3278688788414
421,6.557938943590437,7.3639801144599915
422,6.410386725834438,7.348676681518555
423,6.6912529196058,7.597814083099365
424,6.3879537105560305,7.6984909772872925
425,6.266952800750732,7.081347584724426
426,6.115836715698242,7.4218989610672
427,6.532718862806048,7.106889843940735
428,6.135496166774205,7.155839145183563
429,6.175386149542672,7.165352642536163
430,6.032072557721819,6.951681613922119
431,6.726066793714251,8.020586609840393
432,6.847265345709665,7.851785898208618
433,7.384164871488299,7.980517089366913
434,6.650649588448661,7.571057438850403
435,6.33775726045881,7.369378685951233
436,6.483863517216274,7.3883668184280396
437,6.29039774622236,7.142030298709869
438,6.302759095600673,7.537724792957306
439,6.669455664498465,7.52803909778595
440,6.462101166588919,6.998277187347412
441,6.227291372844151,6.829736590385437
442,6.1532810619899205,7.078786671161652
443,6.409757655007499,7.409950375556946
444,6.410906526020595,7.389751553535461
445,6.350335339137486,7.315140247344971
446,6.988638060433524,8.360412955284119
447,7.323897198268345,7.480033278465271
448,6.944492047173636,7.479516923427582
449,7.05504447392055,7.763561964035034
450,6.7911156586238315,7.6092952489852905
451,6.166517536980765,7.215299487113953
452,5.941943516050066,7.441148340702057
453,6.481831080572945,7.48808753490448
454,6.254908037185669,7.687910437583923
455,6.152938434055874,7.177825748920441
456,5.935765164239066,6.925188302993774
457,5.964217785426548,6.790527164936066
458,5.97567013331822,7.1306092739105225
459,6.243760599408831,7.176680088043213
460,6.2744040829794745,7.185181617736816
461,6.814032806668963,7.725867927074432
462,6.217723553521292,6.89544415473938
463,6.432082060405186,6.961359024047852
464,6.193350546700614,7.108812034130096
465,6.580010679789952,7.187645614147186
466,6.5452043873923165,7.550416648387909
467,6.2184042045048304,7.453848659992218
468,6.402999952861241,6.9481560587883
469,6.392398071289063,7.103381812572479
470,6.025708430153983,7.303752422332764
471,6.182324872698103,6.920427680015564
472,5.954132441111973,7.5837180614471436
473,5.981404147829328,6.869543194770813
474,5.802041128703526,6.946639597415924
475,6.287961258207049,7.355460047721863
476,6.163798461641584,6.940221011638641
477,5.984922858646938,7.077331006526947
478,6.033455889565604,7.109052360057831
479,5.91358082635062,6.878256797790527
480,6.08000933783395,7.646923780441284
481,6.321544415610177,7.3007161021232605
482,6.332721281051636,7.090803444385529
483,6.010580471583775,6.878451466560364
484,5.936030612673078,7.314894020557404
485,6.325824042728969,8.176846325397491
486,6.437689999171666,6.809198975563049
487,5.994597509929112,6.880760133266449
