Epoch,Training Loss,Validation Loss
1,5945.271786573457,1029.3337524414062
2,904.2201716725419,878.7211181640625
3,884.7977414014863,876.2748779296875
4,878.1209582817264,865.6691772460938
5,861.1809737042682,853.2849487304687
6,861.1818564810404,842.1093017578125
7,835.8285939286395,838.4852905273438
8,831.7118485613568,813.7316772460938
9,806.3673661394818,796.0350708007812
10,789.3213307450458,777.2463012695313
11,767.9724612352325,779.3114501953125
12,748.8053975919398,721.5732543945312
13,708.852641780202,682.6191650390625
14,658.69677734375,624.2237670898437
15,595.5213444407393,557.8324584960938
16,526.5541173423209,492.1625549316406
17,471.52310255097177,450.37595825195314
18,442.3478668957222,432.4688293457031
19,429.1638094274009,425.44175415039064
20,424.2412087045065,421.02948608398435
21,417.20180083484183,407.9557739257813
22,398.00090361804496,377.0478210449219
23,338.31935156845464,275.628125
24,216.97161493068788,173.37307434082032
25,163.1494337872761,151.3686950683594
26,149.1574111566311,143.1614990234375
27,142.00710501321933,137.0004455566406
28,138.3065468392721,134.12835083007812
29,135.84917877941598,132.75458679199218
30,133.85298380037634,130.59294738769532
31,131.78489033768815,128.39013671875
32,127.29132582501667,117.40341339111328
33,94.52847159781108,56.56643524169922
34,40.64316182020234,25.974568176269532
35,25.547096066358613,22.274099349975586
36,22.53119208173054,20.598042678833007
37,21.34578230322861,20.811601638793945
38,20.71445739560011,18.670146942138672
39,19.480853290092654,18.17220230102539
40,18.68655953756193,17.688476181030275
41,19.204557046657655,17.73403396606445
42,18.10315883450392,17.961340713500977
43,18.261730798860874,18.402478790283205
44,17.803798466193967,16.938015937805176
45,17.999895723854625,16.474009895324706
46,17.26963059495135,16.63304042816162
47,17.960746579053925,20.905138778686524
48,17.32169704902463,16.336947631835937
49,18.41985183808862,16.467998504638672
50,17.1233860341514,17.410799026489258
51,16.461260097782787,15.804843521118164
52,16.45339779737519,15.869937324523926
53,16.34606556776093,15.39919548034668
54,16.05895195937738,15.429085731506348
55,15.977816744548518,14.872340393066406
56,15.4969709442883,15.017204093933106
57,15.71563094999732,14.968614387512208
58,15.158681334518805,14.630124473571778
59,15.625525125643103,16.23164463043213
60,15.621102519151641,14.865846061706543
61,14.938366075841392,14.568926429748535
62,15.073805297293314,14.419501495361327
63,15.48735465073004,14.344853782653809
64,15.19222187414402,14.487635231018066
65,14.962435768871773,15.379182052612304
66,14.670920116145437,14.34329776763916
67,14.634442748093024,14.259819984436035
68,14.39207079352402,14.205265235900878
69,14.23358552048846,13.678445434570312
70,14.407368008683367,13.716557502746582
71,14.246809819849526,13.424378395080566
72,13.90679110550299,13.453143310546874
73,13.80985050666623,13.482207298278809
74,13.689296792193156,13.967024040222167
75,13.607445228390578,12.884230613708496
76,13.82716974397985,13.761896896362305
77,13.672845793933403,13.144131851196288
78,13.662635361276022,14.445123481750489
79,14.65048371291742,16.71529312133789
80,13.736871975224192,12.81150188446045
81,13.409526894732219,12.738346481323243
82,12.85382080078125,12.51356143951416
83,13.234786708180497,12.581258010864257
84,13.122565920759993,13.219862365722657
85,12.877567872768495,12.536251640319824
86,13.084271617052032,12.529839324951173
87,13.170665485102957,12.549581527709961
88,12.975469217067811,12.744108581542969
89,12.63436054601902,12.726805686950684
90,12.461360396408454,12.970829200744628
91,12.495779083996284,12.608145904541015
92,13.150200587947195,13.955267524719238
93,12.281143723464593,11.888216972351074
94,12.294509631831472,11.81508903503418
95,12.543674655076934,12.684290885925293
96,11.980851545566466,11.57951602935791
97,11.854791501673256,11.424801635742188
98,11.94846990631848,12.459807586669921
99,12.051663328961629,13.079656600952148
100,11.91739219572486,11.704814529418945
101,11.74200097525992,11.95718879699707
102,11.86382403024813,11.167701148986817
103,11.483242081432808,10.991732406616212
104,11.69808092349913,11.294543266296387
105,11.711529987614329,11.68815212249756
106,11.379777722242402,11.153499984741211
107,11.664177033959366,11.625361442565918
108,11.333988724685296,11.283443832397461
109,11.33707986226896,11.852691459655762
110,11.517513019282644,15.916810607910156
111,12.830081846655869,11.044184684753418
112,11.394436952544421,11.448263549804688
113,11.446174458759588,11.20164222717285
114,11.088131578957162,12.598912239074707
115,11.015309543144411,11.284624671936035
116,11.057905685610887,10.74825496673584
117,11.077231128041337,10.513970947265625
118,10.872939133062594,11.900787353515625
119,11.228215752578363,10.510213851928711
120,10.709096978350383,11.344023132324219
121,10.97389056042927,11.809868049621581
122,10.917152730430045,10.633994483947754
123,10.84917701162943,10.825226783752441
124,11.102112025749392,11.349453735351563
125,10.799071777157668,10.664705657958985
126,10.346199873017103,10.454436111450196
127,10.443187108853968,10.104515266418456
128,10.91760565594929,11.067813682556153
129,10.947068865706282,10.55125026702881
130,10.87548772300162,11.00340003967285
131,10.498248774830888,10.785870933532715
132,10.814417722748548,11.13410758972168
133,11.135777566491104,10.670629119873047
134,10.81449031829834,10.676151466369628
135,10.533740671669564,10.694624710083009
136,10.745316156526892,11.341854095458984
137,9.981658563381288,10.023426818847657
138,9.945173263549805,10.242057418823242
139,10.525311795676627,10.838769912719727
140,10.261976590970667,11.939080238342285
141,10.535196211279892,10.029935455322265
142,9.965251806305677,9.812489700317382
143,10.05057486092172,10.751878929138183
144,10.813070273980863,10.795656967163087
145,10.224382633116187,9.774782752990722
146,10.46392936241336,9.844558906555175
147,9.81991816730034,10.174098014831543
148,9.866788026763171,10.448381805419922
149,10.048258502308915,10.45790958404541
150,10.036325431451566,9.92337760925293
151,10.02551043905863,10.032620811462403
152,9.781748841448527,9.592505073547363
153,9.764913326356469,10.008308029174804
154,9.599494608437142,10.03330078125
155,10.085290141221954,10.89587688446045
156,9.609452317400676,9.523166275024414
157,9.99697068842446,10.135772323608398
158,10.745209275222406,11.470687103271484
159,10.124209264429604,9.488427543640137
160,9.490216557572527,9.63620433807373
161,9.572046303167575,10.055389404296875
162,9.551526534848097,9.508210563659668
163,9.465702708174543,10.04877586364746
164,9.772969292431343,9.828629493713379
165,9.699275319169207,9.452958106994629
166,9.366686681421792,9.333245468139648
167,9.447780516089463,10.608571434020996
168,9.768359067963392,9.84029541015625
169,9.516266357607957,9.364626121520995
170,9.375270308517829,9.159952545166016
171,9.375579531599836,10.422872734069824
172,10.440562411052424,9.518085861206055
173,9.428326909135027,9.918594932556152
174,9.245602189040765,9.733139419555664
175,9.275354990145056,9.553941535949708
176,9.187864373369914,9.704587745666505
177,9.162303412832864,10.18243865966797
178,9.143579994759909,10.083520698547364
179,9.288294164145865,10.481833267211915
180,8.974356255880217,9.699263954162598
181,9.492002905868903,10.006856918334961
182,9.159298850268852,9.262236595153809
183,9.7874642348871,9.16338939666748
184,9.48579183438929,11.279442596435548
185,9.102658248529202,9.378765296936034
186,9.099157030989485,9.194009971618652
187,8.97734972325767,9.015811538696289
188,8.878261205626696,8.960225677490234
189,8.88859135930131,9.956163597106933
190,8.954684490110816,9.155841255187989
191,8.934004946452815,8.900934791564941
192,8.786732510822576,8.952301406860352
193,8.903060727003144,8.948632431030273
194,8.849707661605462,9.671057319641113
195,9.094456440064965,8.866506576538086
196,8.566290204117937,8.802998924255371
197,8.571995048988157,9.460595893859864
198,9.410484058101003,9.23525390625
199,8.934614158258206,8.723653411865234
200,8.749291896820068,9.896058273315429
201,8.799679244436868,8.82515354156494
202,8.54617121161484,9.081375885009766
203,8.637698813182551,8.79631290435791
204,8.99470671211801,9.705699729919434
205,8.672956036358345,10.46363582611084
206,8.946418390041444,9.121123504638671
207,8.62808340351756,8.938319969177247
208,8.892405440167684,8.7918851852417
209,9.2619983626575,9.949583816528321
210,8.778989256882086,8.507140254974365
211,8.608150482177734,9.278886222839356
212,8.39740015820759,8.750018692016601
213,8.496355300996361,8.619983100891114
214,8.151466334738382,8.388413238525391
215,8.152378989429009,8.32029857635498
216,8.212021606724436,8.0973051071167
217,8.138978260319407,8.161066341400147
218,8.128479445852884,8.705117988586426
219,8.034435551340987,8.834547805786134
220,8.267724351185125,8.59625244140625
221,8.234885587924865,8.811804389953613
222,8.311409682762331,8.827964782714844
223,8.166084173249036,8.405344390869141
224,8.041309903307658,8.767761993408204
225,8.626628131401247,8.403437423706055
226,8.477848413513929,8.896414375305175
227,8.255347728729248,8.574238967895507
228,8.386101885539729,9.909090614318847
229,8.45058181809216,8.663663578033447
230,8.341639576888666,8.153464317321777
231,8.154881570397354,9.390358161926269
232,8.198500028470667,8.05697660446167
233,7.8720515297680365,8.102296733856202
234,7.970519438022521,8.131414890289307
235,8.225259943706233,8.780152511596679
236,7.929014485056808,7.917378902435303
237,7.936938878966541,8.261775398254395
238,7.9721786917709725,7.9040382385253904
239,7.8257354061778,8.337881755828857
240,7.798081828326714,8.090316677093506
241,8.142638567017347,8.78126049041748
242,8.177542639941704,7.971961212158203
243,7.898157352354469,8.240396118164062
244,7.801413524441603,8.1504620552063
245,7.776633309154976,7.9337952613830565
246,7.6115826513709095,8.145305061340332
247,7.809085404000631,11.297268486022949
248,8.356871279274545,7.991060638427735
249,8.47884225845337,8.984322547912598
250,7.696624837270597,7.890443897247314
251,7.6133284917691855,7.892225170135498
252,7.6338385837834055,8.206796646118164
253,7.702092380058475,7.780644416809082
254,7.987096309661865,7.850977802276612
